"PreTaxCost","BillingMonth","ResourceId","MeterCategory","MeterSubcategory","Meter","Currency"
"1.47E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-migratesqlrg/providers/microsoft.storage/storageaccounts/ch1dbmigrationsa","Storage","Files","Read Operations","USD"
"5.0241803664E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-migratesqlrg/providers/microsoft.storage/storageaccounts/ch1dbmigrationsa","Storage","General Block Blob","LRS Data Stored","USD"
"4.3776E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-migratesqlrg/providers/microsoft.storage/storageaccounts/ch1dbmigrationsa","Storage","General Block Blob","LRS List and Create Container Operations","USD"
"5.20324412E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-migratesqlrg/providers/microsoft.storage/storageaccounts/ch1dbmigrationsa","Storage","General Block Blob","Read Operations","USD"
"4.380012E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-migratesqlrg/providers/microsoft.storage/storageaccounts/ch1dbmigrationsa","Storage","Tables","Batch Write Operations","USD"
"0.0831844961950556","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-migrationcommonrg/providers/microsoft.network/networksecuritygroups/ch1-sqlminsg","Network Watcher","All","Standard Traffic Analytics Processing","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Bandwidth","Inter-Region","Intra Continent Data Transfer In","USD"
"1.102E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","USD"
"1.63611","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Microsoft Defender for Cloud","Microsoft Defender CSPM","Standard Node","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Microsoft Defender for Cloud","Storage","Free Transactions","USD"
"0.190548","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Microsoft Defender for Cloud","Storage","Standard Node","USD"
"1.1234784E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Storage","Files","List Operations","USD"
"4.15482926E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Storage","Tiered Block Blob","All Other Operations","USD"
"9.5E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Storage","Tiered Block Blob","Hot LRS Write Operations","USD"
"1.00958468E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Storage","Tiered Block Blob","Hot Read Operations","USD"
"0.0005757","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.storage/storageaccounts/ch1connflowlogstorage","Storage","Tiered Block Blob","LRS List and Create Container Operations","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.web/sites/ch1-contosodemos-azgovviz","Azure App Service","Free Plan","F1 App","USD"
"7.02E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.web/sites/ch1-contosodemos-azgovviz","Bandwidth","Rtn Preference: MGN","Standard Data Transfer Out","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.web/sites/contosodemos-azgovviz","Azure App Service","Free Plan","F1 App","USD"
"2.1624E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-onlinespoke-rg/providers/microsoft.web/sites/contosodemos-azgovviz","Bandwidth","Rtn Preference: MGN","Standard Data Transfer Out","USD"
"0.296435666666667","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.automation/automationaccounts/ch1-aa-pri","Automation","Process","Basic Runtime","USD"
"0.10514030208","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/disks/ch1-jboxvm00-osdisk","Storage","Premium SSD Managed Disks","LRS Snapshots","USD"
"3.1533981696","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/disks/ch1-jboxvm00-osdisk","Storage","Premium SSD Managed Disks","P10 LRS Disk","USD"
"0.00158439341746271","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Bandwidth","Inter-Region","Inter Continent Data Transfer Out - NAM or EU To Any","USD"
"0.000952075935900211","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","USD"
"4.61226459592579E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Bandwidth","Rtn Preference: MGN","Standard Data Transfer Out","USD"
"2.55192","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Microsoft Defender for Cloud","Microsoft Defender CSPM","Standard Node","USD"
"0.743","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Microsoft Defender for Cloud","Servers","Standard P2 Node","USD"
"14.2838415168","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Virtual Machines","Dv3/DSv3 Series","D2 v3/D2s v3","USD"
"2.57588597014535E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Virtual Network","Global Peering","Inter-Region Egress","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Virtual Network","Global Peering","Inter-Region Ingress","USD"
"1.27097591757774E-08","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Virtual Network","Peering","Intra-Region Egress","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.compute/virtualmachines/ch1-jboxvm00","Virtual Network","Peering","Intra-Region Ingress","USD"
"30.024864","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.dashboard/grafana/ch1-grafana","Azure Grafana Service","Azure Managed Grafana","Standard Node","USD"
"24.78","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.dashboard/grafana/ch1-grafana","Azure Grafana Service","Azure Managed Grafana","Standard User","USD"
"0.0166505376344086","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.insights/metricalerts/cpuloadedalertrule","Azure Monitor","All","Alerts Metric Monitored","USD"
"0.00025038","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.keyvault/vaults/ch1-kv-pri","Key Vault","All","Operations","USD"
"0.00040768","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.keyvault/vaults/ch1-kv-pri","Microsoft Defender for Cloud","Key Vault","Standard Transactions","USD"
"0.092047048852276","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/bastionhosts/ch1-vnet-pri-bastion","Azure Bastion","All","Basic Data Transfer Out","USD"
"60.7337148055555","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/bastionhosts/ch1-vnet-pri-bastion","Azure Bastion","All","Basic Gateway","USD"
"4.464","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/loadbalancers/ch1-lb","Load Balancer","All","Standard Included LB Rules and Outbound Rules","USD"
"4.464","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/loadbalancers/ch1-pri-lb","Load Balancer","All","Standard Included LB Rules and Outbound Rules","USD"
"0.00176234916552901","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/natgateways/ch1-natgw-pri","NAT Gateway","NAT Gateway","Standard Data Processed","USD"
"8.95750936111111","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/natgateways/ch1-natgw-pri","NAT Gateway","NAT Gateway","Standard Gateway","USD"
"0.595737296492793","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/networksecuritygroups/ch1-adds-nsg-pri","Network Watcher","All","Standard Traffic Analytics Processing","USD"
"0.276919125490822","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/networksecuritygroups/ch1-appbackend-nsg-pri","Network Watcher","All","Standard Traffic Analytics Processing","USD"
"0.111884448649362","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/networksecuritygroups/ch1-appfrontend-nsg-pri","Network Watcher","All","Standard Traffic Analytics Processing","USD"
"8.28496618196518E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/networksecuritygroups/ch1-applicationgateway-nsg-pri","Network Watcher","All","Standard Traffic Analytics Processing","USD"
"0.192712045172229","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/networksecuritygroups/ch1-dmz-nsg-pri","Network Watcher","All","Standard Traffic Analytics Processing","USD"
"0.265223772531375","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/networksecuritygroups/ch1-sqlserver-nsg-pri","Network Watcher","All","Standard Traffic Analytics Processing","USD"
"0.0950000000000001","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/privatednszones/privatelink.blob.core.windows.net","Azure DNS","All","Private Zone","USD"
"3.7893","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/privateendpoints/ch1labackup","Virtual Network","Private Link","Standard Private Endpoint","USD"
"0.892296","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/publicipaddresses/ch1-jboxvm00-pip","Virtual Network","IP Addresses","Basic IPv4 Static Public IP","USD"
"0.658789666666667","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/publicipaddresses/ch1-jboxvm00-pip","Virtual Network","IP Addresses","Standard IPv4 Static Public IP","USD"
"1.38956725","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/publicipaddresses/ch1-natgw-pip-pri","Virtual Network","IP Addresses","Standard IPv4 Static Public IP","USD"
"1.897707875","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/publicipaddresses/ch1-vnet-pri-ip","Virtual Network","IP Addresses","Standard IPv4 Static Public IP","USD"
"0.1836","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/trafficmanagerprofiles/ch1-appfetm","Traffic Manager","All","Azure Endpoint Health Checks","USD"
"7.9866E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.network/trafficmanagerprofiles/ch1-appfetm","Traffic Manager","All","DNS Queries","USD"
"7.76452237953759","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la","Azure Monitor","All","Data Archive","USD"
"13.123592273637","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la","Log Analytics","All","Pay-as-you-go Data Ingestion","USD"
"0.240831697810742","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la","Log Analytics","All","Pay-as-you-go Data Retention","USD"
"27.62861531292","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la","Sentinel","All","Classic Pay-as-you-go Analysis","USD"
"0.935556856060316","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la-prd","Azure Monitor","All","Data Archive","USD"
"1178","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la-prd","Azure Monitor","All","Data Restore","USD"
"0.0246716661048122","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la-prd","Azure Monitor","All","Search Queries Scanned","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la-prd","Insight and Analytics","All","Standard Data Included per Node","USD"
"55.01210099676","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la-prd","Sentinel","All","Basic Logs Analysis","USD"
"1845.6015946838","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.operationalinsights/workspaces/ch1-la-prd","Sentinel","All","Pay-as-you-go Analysis","USD"
"26.5499999999816","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.recoveryservices/vaults/ch1-rv-pri","Backup","All","Azure VM Protected Instances","USD"
"27.3927504060458","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.recoveryservices/vaults/ch1-rv-pri","Backup","All","GRS Data Stored","USD"
"58.9999999999835","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.recoveryservices/vaults/ch1-rv-pri","Backup","All","SQL Server in Azure VM Protected Instances","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Bandwidth","Inter-Region","Intra Continent Data Transfer In","USD"
"1.672E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Bandwidth","Rtn Preference: MGN","Standard Data Transfer In","USD"
"1.2E-08","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Bandwidth","Rtn Preference: MGN","Standard Data Transfer Out","USD"
"2.54849","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Microsoft Defender for Cloud","Microsoft Defender CSPM","Standard Node","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Microsoft Defender for Cloud","Storage","Free Transactions","USD"
"0.29748","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Microsoft Defender for Cloud","Storage","Standard Node","USD"
"8.426088E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Storage","Files","List Operations","USD"
"8.3055E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Storage","Files","Read Operations","USD"
"1.941509E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Storage","Queues v2","Class 2 Operations","USD"
"3.71739E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Storage","Queues v2","LRS Class 1 Operations","USD"
"4.614624E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Storage","Tables","Batch Write Operations","USD"
"7.463925E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Storage","Tables","LRS Data Stored","USD"
"7.056E-08","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Storage","Tables","Read Operations","USD"
"8.38731888E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Storage","Tiered Block Blob","All Other Operations","USD"
"0.0001634","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2ngwwr5dp5qaaazscripts","Storage","Tiered Block Blob","LRS List and Create Container Operations","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Bandwidth","Inter-Region","Intra Continent Data Transfer In","USD"
"1.672E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Bandwidth","Rtn Preference: MGN","Standard Data Transfer In","USD"
"2.54849","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Microsoft Defender for Cloud","Microsoft Defender CSPM","Standard Node","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Microsoft Defender for Cloud","Storage","Free Transactions","USD"
"0.29748","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Microsoft Defender for Cloud","Storage","Standard Node","USD"
"4.4939136E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Storage","Files","List Operations","USD"
"1.47E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Storage","Files","Read Operations","USD"
"4.494672E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Storage","Tables","Batch Write Operations","USD"
"8.77149E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Storage","Tables","LRS Data Stored","USD"
"5.74686664E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Storage","Tiered Block Blob","All Other Operations","USD"
"7.766036E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Storage","Tiered Block Blob","Hot Read Operations","USD"
"0.00015295","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2qop3jzl7zw2wazscripts","Storage","Tiered Block Blob","LRS List and Create Container Operations","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2tru6nzrxvnf4azscripts","Bandwidth","Inter-Region","Intra Continent Data Transfer In","USD"
"1.672E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2tru6nzrxvnf4azscripts","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","USD"
"2.54849","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2tru6nzrxvnf4azscripts","Microsoft Defender for Cloud","Microsoft Defender CSPM","Standard Node","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-opsrg-pri/providers/microsoft.storage/storageaccounts/2tru6nzrxvnf4azscripts","Microsoft Defender for Cloud","Storage","Free Transactions","USD"
